Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Revenue
i3,2020,Asia,Black,Electric,Automatic,2.9,150855,45778,4816,Low,220466848
i3,2022,North America,White,Petrol,Automatic,1.6,157485,94162,1830,Low,172316460
X6,2018,Europe,White,Electric,Manual,2.9,47917,100635,6917,Low,696092295
7 Series,2022,North America,Black,Diesel,Automatic,3.3,3023,85017,9775,High,831041175
X5,2018,North America,Silver,Electric,Manual,3.5,118550,31497,5477,Low,172509069
X3,2019,Africa,White,Petrol,Automatic,3.2,88336,95330,1903,Low,181412990
5 Series,2018,South America,White,Petrol,Manual,3.5,117487,74599,370,Low,27601630
7 Series,2023,Middle East,Grey,Petrol,Manual,3.3,138440,107095,8621,High,923265995
7 Series,2021,Middle East,Grey,Electric,Automatic,4.9,121064,109197,789,Low,86156433
X6,2022,Africa,Silver,Diesel,Automatic,2.6,151529,88249,4363,Low,385030387
M3,2018,Middle East,Blue,Diesel,Manual,3.4,66819,41677,8811,High,367216047
X3,2018,North America,Black,Diesel,Automatic,3.8,51425,95134,1389,Low,132141126
3 Series,2023,Middle East,Silver,Hybrid,Manual,3.7,80136,62329,2827,Low,176204083
M3,2023,North America,Black,Hybrid,Manual,2.5,123160,102305,3627,Low,371060235
7 Series,2018,Middle East,White,Diesel,Automatic,2.0,140056,46357,8466,High,392458362
7 Series,2022,Africa,Silver,Electric,Automatic,1.7,85880,61089,3003,Low,183450267
3 Series,2020,North America,White,Hybrid,Automatic,2.7,69101,46581,2345,Low,109232445
X3,2021,Europe,White,Hybrid,Automatic,4.5,65326,31296,8461,High,264795456
i3,2022,Africa,Grey,Petrol,Automatic,4.0,103831,41040,9429,High,386966160
3 Series,2018,North America,White,Hybrid,Automatic,3.3,38460,76111,703,Low,53506033
7 Series,2021,Asia,Grey,Petrol,Automatic,3.9,22072,118835,5134,Low,610098890
X1,2018,Africa,Grey,Hybrid,Automatic,3.6,110273,58221,3978,Low,231603138
i3,2021,North America,Silver,Hybrid,Automatic,4.7,89491,87082,5177,Low,450823514
X6,2023,North America,White,Electric,Automatic,2.5,100722,104125,2212,Low,230324500
X3,2024,Africa,Blue,Hybrid,Manual,1.5,84641,111418,3378,Low,376370004
3 Series,2019,Africa,Blue,Diesel,Manual,2.6,156916,82381,8241,High,678901821
X5,2024,South America,Blue,Electric,Automatic,4.4,199,114283,3120,Low,356562960
7 Series,2021,South America,Blue,Electric,Manual,3.3,25984,60159,592,Low,35614128
M5,2018,Asia,White,Petrol,Automatic,3.3,174744,63716,1871,Low,119212636
3 Series,2020,South America,Silver,Diesel,Manual,4.5,21043,98873,9264,High,915959472
5 Series,2018,Asia,Silver,Electric,Automatic,3.8,103055,119290,3018,Low,360017220
5 Series,2022,North America,Red,Petrol,Manual,1.9,125825,109008,1258,Low,137132064
X5,2019,Europe,Silver,Petrol,Manual,3.9,73732,99005,6990,Low,692044950
X5,2019,Middle East,Grey,Hybrid,Automatic,2.8,132020,95587,5083,Low,485868721
3 Series,2023,South America,Blue,Petrol,Manual,4.9,97169,66497,307,Low,20414579
7 Series,2024,North America,Red,Diesel,Manual,2.2,54277,81746,8811,High,720264006
M5,2019,Middle East,White,Petrol,Automatic,3.5,50494,113907,9224,High,1050678168
5 Series,2022,Africa,Blue,Electric,Automatic,2.2,102335,113697,3810,Low,433185570
X6,2020,Europe,Blue,Diesel,Manual,4.1,137108,89344,8818,High,787835392
M5,2020,South America,Red,Petrol,Manual,4.3,169167,92844,8614,High,799758216
5 Series,2024,South America,Silver,Petrol,Automatic,1.6,110993,55965,2088,Low,116854920
7 Series,2021,South America,Silver,Hybrid,Automatic,2.7,139793,89889,2574,Low,231374286
5 Series,2018,South America,White,Electric,Manual,3.7,187426,118546,8719,High,1033602574
7 Series,2019,Asia,Red,Petrol,Manual,4.3,179149,78337,4477,Low,350714749
M3,2019,North America,Blue,Petrol,Manual,3.4,4857,104893,9900,High,1038440700
M3,2021,Europe,Grey,Diesel,Automatic,3.5,84049,85372,1724,Low,147181328
7 Series,2022,Middle East,Red,Electric,Manual,3.4,86808,30309,6842,Low,207374178
7 Series,2023,North America,Silver,Diesel,Automatic,4.6,9701,92196,8322,High,767255112
5 Series,2022,Europe,Silver,Diesel,Manual,2.3,111160,113726,7489,High,851694014
3 Series,2019,Africa,White,Hybrid,Automatic,1.9,149301,44286,7766,High,343925076
7 Series,2018,Europe,Blue,Electric,Manual,4.4,93711,71486,789,Low,56402454
X3,2020,Middle East,Silver,Petrol,Automatic,2.7,166020,78675,9153,High,720112275
M3,2019,Asia,Red,Petrol,Automatic,4.9,187708,82112,1457,Low,119637184
X5,2022,Asia,Silver,Diesel,Manual,2.0,66794,51179,3335,Low,170681965
i3,2022,South America,White,Electric,Automatic,3.3,134766,86577,6215,Low,538076055
5 Series,2024,Africa,Grey,Electric,Manual,2.7,145156,48139,9319,High,448607341
X5,2018,Middle East,Grey,Petrol,Manual,4.7,163376,79389,6034,Low,479033226
X5,2022,Africa,Red,Diesel,Automatic,1.7,139011,98740,7050,High,696117000
X5,2021,North America,Black,Hybrid,Manual,1.8,72036,36771,2957,Low,108731847
i3,2024,South America,Red,Hybrid,Manual,2.9,107227,34505,5673,Low,195746865
7 Series,2022,Asia,Red,Diesel,Automatic,4.6,157516,54273,7965,High,432284445
X1,2021,Africa,Black,Hybrid,Manual,2.3,196771,68785,8717,High,599598845
X1,2020,South America,Silver,Petrol,Automatic,4.8,168607,64501,7138,High,460408138
i8,2019,Europe,Black,Hybrid,Manual,3.6,136556,78109,5215,Low,407338435
X5,2019,Africa,White,Electric,Manual,3.7,143332,50442,6154,Low,310420068
i8,2023,Europe,Black,Electric,Automatic,2.2,91651,73424,7060,High,518373440
M5,2022,North America,White,Electric,Automatic,4.8,125696,36317,7146,High,259521282
i3,2022,North America,Red,Electric,Automatic,2.8,156881,68479,8925,High,611175075
i3,2021,South America,Blue,Petrol,Automatic,2.0,154446,68456,908,Low,62158048
3 Series,2023,Asia,White,Petrol,Manual,4.8,35496,57092,6245,Low,356539540
M5,2019,Middle East,Silver,Diesel,Manual,2.7,147752,35732,8092,High,289143344
X1,2021,South America,Silver,Hybrid,Automatic,3.1,51316,82274,7063,High,581101262
X3,2022,Africa,Silver,Hybrid,Manual,4.0,67459,54655,1180,Low,64492900
X6,2024,Africa,Blue,Petrol,Automatic,3.2,177835,72395,1626,Low,117714270
3 Series,2018,South America,Blue,Electric,Manual,3.3,190650,60560,8121,High,491807760
X6,2022,Asia,Grey,Petrol,Automatic,3.5,193767,116538,8197,High,955261986
X6,2021,South America,Black,Hybrid,Manual,3.5,195411,77593,9885,High,767006805
M3,2023,South America,Silver,Hybrid,Manual,4.0,52339,32659,9573,High,312644607
X6,2018,North America,Grey,Diesel,Automatic,4.0,110555,107478,5061,Low,543946158
3 Series,2024,Middle East,Silver,Electric,Manual,2.3,171594,57119,6481,Low,370188239
i3,2021,Europe,Red,Petrol,Automatic,4.2,22394,31157,3118,Low,97147526
X5,2018,Africa,Blue,Hybrid,Manual,4.0,116302,65102,2217,Low,144331134
i8,2019,North America,Red,Petrol,Automatic,1.6,47716,101190,6161,Low,623431590
7 Series,2021,Europe,Red,Electric,Automatic,2.3,157562,70841,6858,Low,485827578
X1,2022,South America,Silver,Diesel,Manual,3.7,116511,89012,7077,High,629937924
5 Series,2022,Europe,Red,Petrol,Manual,4.5,187824,56520,3029,Low,171199080
5 Series,2022,North America,Blue,Electric,Automatic,2.8,97363,87814,1206,Low,105903684
i8,2024,Middle East,Black,Petrol,Automatic,2.4,92454,118386,8677,High,1027235322
X6,2020,Middle East,Black,Petrol,Automatic,4.6,102694,89134,9161,High,816556574
3 Series,2021,Europe,Red,Hybrid,Manual,3.3,48443,93579,4695,Low,439353405
7 Series,2018,Africa,Blue,Petrol,Automatic,4.9,179353,83743,5076,Low,425079468
i8,2024,North America,Silver,Hybrid,Automatic,3.4,31725,85692,3638,Low,311747496
X1,2018,North America,Black,Diesel,Automatic,1.6,55366,94893,171,Low,16226703
X1,2023,North America,Black,Electric,Automatic,4.3,94402,52338,1818,Low,95150484
i8,2024,Middle East,Grey,Petrol,Manual,2.2,176945,71133,3712,Low,264045696
X3,2024,Asia,Silver,Petrol,Manual,4.8,29173,60289,7710,High,464828190
3 Series,2018,Europe,Red,Diesel,Manual,5.0,93784,106740,398,Low,42482520
7 Series,2020,South America,Black,Diesel,Automatic,2.1,185458,39432,3921,Low,154612872
i8,2021,South America,Blue,Petrol,Automatic,2.6,60409,106759,7792,High,831866128
i8,2019,Asia,Silver,Petrol,Automatic,3.7,137601,45015,4434,Low,199596510
M5,2021,Middle East,Silver,Petrol,Manual,1.8,158910,60717,5724,Low,347544108
M3,2021,North America,Grey,Hybrid,Automatic,4.9,106579,73418,2040,Low,149772720
3 Series,2019,South America,Red,Hybrid,Automatic,1.6,129661,40586,1651,Low,67007486
X1,2021,North America,Silver,Hybrid,Automatic,2.3,131445,108107,4883,Low,527886481
X6,2019,Africa,Black,Hybrid,Manual,4.7,57991,51932,327,Low,16981764
i3,2019,Europe,Black,Petrol,Manual,3.4,26966,118571,3768,Low,446775528
7 Series,2021,Europe,Blue,Hybrid,Automatic,3.9,148512,63422,8986,High,569910092
i3,2021,Middle East,Red,Diesel,Automatic,3.5,18186,105635,1127,Low,119050645
X1,2021,Asia,Red,Hybrid,Manual,4.0,38752,119552,5485,Low,655742720
M3,2018,Europe,Black,Hybrid,Manual,3.1,97253,97324,9357,High,910660668
M5,2020,Middle East,White,Hybrid,Manual,2.6,93969,94689,356,Low,33709284
7 Series,2024,Africa,Silver,Diesel,Manual,2.2,177640,109434,1288,Low,140950992
M3,2018,North America,Grey,Diesel,Automatic,1.6,120157,117237,8586,High,1006596882
X1,2022,Asia,Grey,Petrol,Automatic,1.8,158495,53776,450,Low,24199200
X5,2021,Europe,Blue,Electric,Automatic,2.5,159267,67930,1636,Low,111133480
i3,2022,South America,Grey,Hybrid,Automatic,3.5,174985,117256,1633,Low,191479048
5 Series,2022,Europe,Red,Petrol,Automatic,2.6,52436,64944,5749,Low,373363056
X6,2023,Europe,Black,Hybrid,Manual,3.0,118642,65469,2441,Low,159809829
5 Series,2022,Europe,Blue,Petrol,Manual,1.5,199153,117801,9807,High,1155274407
X3,2024,Europe,Black,Electric,Automatic,2.8,175560,57989,1171,Low,67905119
M5,2018,Europe,Grey,Electric,Automatic,3.3,122375,101165,9984,High,1010031360
5 Series,2019,North America,Red,Diesel,Automatic,1.7,143842,52150,6399,Low,333707850
3 Series,2023,North America,Grey,Diesel,Automatic,4.4,77275,114474,4347,Low,497618478
M3,2020,Africa,Black,Petrol,Automatic,2.8,140877,58024,3842,Low,222928208
M3,2022,Europe,Grey,Petrol,Manual,2.8,160092,107369,8924,High,958160956
X6,2024,Africa,Silver,Hybrid,Automatic,4.1,20712,80949,3613,Low,292468737
i8,2020,South America,Grey,Hybrid,Automatic,1.8,52517,38246,363,Low,13883298
X5,2019,North America,Black,Petrol,Manual,4.0,128251,48576,2819,Low,136935744
3 Series,2024,Africa,Black,Hybrid,Manual,1.7,175447,81565,8031,High,655048515
X5,2018,Asia,Grey,Petrol,Automatic,1.7,163846,40124,8149,High,326970476
X5,2020,South America,Grey,Hybrid,Automatic,2.2,44749,75453,4269,Low,322108857
X1,2020,Africa,Grey,Diesel,Manual,4.8,45000,79080,3621,Low,286348680
X6,2022,Middle East,White,Diesel,Manual,2.5,93721,98297,4590,Low,451183230
i3,2018,Asia,Silver,Electric,Automatic,2.0,42039,55187,4302,Low,237414474
X5,2024,Asia,Silver,Hybrid,Automatic,3.7,58429,78458,2300,Low,180453400
3 Series,2021,Europe,Blue,Petrol,Manual,3.9,14099,99184,421,Low,41756464
X3,2024,Europe,Silver,Diesel,Manual,3.8,48004,33214,9521,High,316230494
3 Series,2019,Europe,Blue,Hybrid,Automatic,3.3,21242,59387,4677,Low,277752999
X5,2019,Middle East,Silver,Petrol,Automatic,4.7,137693,63480,4498,Low,285533040
3 Series,2023,Middle East,Grey,Petrol,Automatic,2.5,97987,52870,9979,High,527589730
X5,2018,Europe,White,Diesel,Automatic,2.4,33911,69138,4366,Low,301856508
X1,2023,Middle East,Grey,Petrol,Automatic,2.6,174282,102510,1523,Low,156122730
X3,2022,Middle East,Black,Diesel,Manual,3.6,104677,32200,5230,Low,168406000
M3,2022,Africa,Grey,Diesel,Automatic,2.6,75040,47220,2110,Low,99634200
5 Series,2023,North America,Blue,Petrol,Automatic,1.9,139301,85255,4180,Low,356365900
i3,2021,Asia,White,Diesel,Manual,3.1,197135,85400,2031,Low,173447400
X6,2024,South America,Silver,Hybrid,Manual,4.9,194773,33869,934,Low,31633646
3 Series,2019,Europe,Red,Electric,Automatic,4.0,95019,39256,7357,High,288806392
i3,2019,Middle East,Blue,Hybrid,Automatic,3.2,189982,46036,9115,High,419618140
X6,2020,South America,White,Diesel,Manual,3.8,112386,112855,758,Low,85544090
i3,2021,North America,Red,Petrol,Automatic,2.0,183969,76608,5680,Low,435133440
X6,2021,Europe,Blue,Petrol,Manual,2.0,10405,117454,6238,Low,732678052
M5,2023,Asia,Grey,Diesel,Manual,1.6,199654,98512,3277,Low,322823824
5 Series,2023,Middle East,Red,Diesel,Manual,1.9,47837,34330,1106,Low,37968980
M3,2020,Asia,Black,Petrol,Automatic,1.9,29414,102395,7612,High,779430740
5 Series,2018,North America,Grey,Hybrid,Manual,3.3,151280,50933,6633,Low,337838589
5 Series,2024,Asia,Black,Electric,Automatic,2.9,106278,59710,7494,High,447466740
X5,2024,Asia,Red,Hybrid,Automatic,2.5,163839,100168,3599,Low,360504632
7 Series,2024,Africa,Silver,Petrol,Manual,1.7,198709,36623,1782,Low,65262186
X5,2023,Europe,Red,Hybrid,Manual,1.5,30781,34923,8937,High,312106851
3 Series,2020,Middle East,Black,Hybrid,Automatic,2.2,177553,79735,6990,Low,557347650
X6,2021,Middle East,Silver,Electric,Manual,4.2,15012,45477,9914,High,450858978
M5,2023,Europe,Red,Hybrid,Automatic,4.7,16632,65366,537,Low,35101542
X3,2024,Middle East,Black,Petrol,Automatic,3.5,8217,115703,2498,Low,289026094
X3,2020,Africa,Silver,Petrol,Manual,4.6,158864,93416,2177,Low,203366632
7 Series,2024,North America,White,Hybrid,Automatic,1.8,43016,109011,1918,Low,209083098
X1,2018,Europe,Silver,Diesel,Automatic,4.4,63728,49735,4287,Low,213213945
M5,2024,South America,Blue,Electric,Manual,2.0,155175,76924,1796,Low,138155504
X5,2021,South America,Red,Hybrid,Manual,4.3,26800,72937,1973,Low,143904701
3 Series,2023,Asia,Silver,Hybrid,Automatic,4.8,44501,40840,4609,Low,188231560
M5,2019,Africa,Black,Electric,Automatic,1.5,70021,61812,2968,Low,183458016
X3,2022,Africa,White,Diesel,Automatic,3.2,576,96752,7370,High,713062240
X1,2019,North America,Silver,Hybrid,Automatic,2.9,161739,84224,4278,Low,360310272
X5,2019,Africa,Blue,Diesel,Automatic,4.2,36951,113833,5009,Low,570189497
7 Series,2021,Europe,White,Electric,Manual,2.8,87757,118858,9193,High,1092661594
X5,2022,Middle East,Blue,Hybrid,Manual,3.3,25709,60203,4029,Low,242557887
i8,2023,Europe,Silver,Electric,Automatic,2.8,157862,40807,3505,Low,143028535
i3,2020,South America,Blue,Petrol,Automatic,2.1,180600,38450,1393,Low,53560850
5 Series,2020,Europe,Silver,Electric,Manual,4.4,199709,35786,5167,Low,184906262
5 Series,2020,Middle East,Blue,Petrol,Manual,3.5,37550,106589,5568,Low,593487552
i3,2024,Europe,Black,Hybrid,Automatic,3.8,75550,84588,8537,High,722127756
X6,2018,Middle East,Blue,Petrol,Automatic,3.0,94408,41627,3712,Low,154519424
M3,2024,Europe,Red,Hybrid,Manual,3.6,27329,40543,9239,High,374576777
X3,2020,Asia,Black,Electric,Manual,4.1,120756,79036,3133,Low,247619788
i3,2018,Europe,Black,Petrol,Manual,2.2,140763,74133,1374,Low,101858742
3 Series,2020,South America,Black,Diesel,Automatic,4.4,76192,47835,963,Low,46065105
7 Series,2022,North America,Red,Hybrid,Manual,4.5,16221,51830,4295,Low,222609850
3 Series,2022,Middle East,Blue,Diesel,Manual,4.4,45656,109145,4719,Low,515055255
i3,2019,South America,Black,Petrol,Manual,4.0,59439,68850,8015,High,551832750
3 Series,2021,Europe,Red,Hybrid,Automatic,2.6,69766,106853,1838,Low,196395814
X3,2019,North America,Blue,Petrol,Automatic,2.6,101035,51588,3715,Low,191649420
X3,2022,South America,Black,Diesel,Manual,2.1,95568,59355,3850,Low,228516750
5 Series,2018,Europe,Red,Petrol,Manual,4.4,169867,90591,7618,High,690122238
3 Series,2021,South America,White,Diesel,Automatic,3.0,51063,117490,2299,Low,270109510
X1,2019,Europe,White,Hybrid,Automatic,4.1,88013,76899,9933,High,763837767
X1,2023,South America,Red,Electric,Automatic,2.5,91220,51804,4142,Low,214572168
7 Series,2023,Africa,Silver,Electric,Manual,3.8,117510,79905,9006,High,719624430
M5,2019,Europe,Red,Petrol,Automatic,4.3,88782,59395,6480,Low,384879600
7 Series,2022,Africa,Silver,Diesel,Automatic,3.7,46598,97468,6078,Low,592410504
i8,2020,Middle East,Silver,Hybrid,Automatic,2.0,40623,108861,6462,Low,703459782
3 Series,2018,Middle East,White,Diesel,Automatic,4.5,154329,73392,7889,High,578989488
M3,2019,Europe,Silver,Petrol,Manual,3.7,135833,42239,7679,High,324353281
M3,2018,North America,Grey,Diesel,Automatic,4.3,122955,36293,618,Low,22429074
i3,2024,North America,Blue,Electric,Manual,4.2,152179,93988,2084,Low,195870992
M5,2018,Africa,White,Diesel,Manual,2.5,21175,41837,4802,Low,200901274
X6,2024,Europe,Grey,Diesel,Manual,2.1,75841,108867,6839,Low,744541413
M3,2023,Asia,Black,Electric,Automatic,2.4,196238,109772,1993,Low,218775596
X1,2020,Middle East,Blue,Diesel,Manual,3.1,59102,64022,9842,High,630104524
5 Series,2024,Asia,Grey,Electric,Automatic,4.7,124858,114997,7692,High,884556924
M3,2022,Asia,Red,Hybrid,Manual,4.6,156811,88747,775,Low,68778925
5 Series,2019,North America,Blue,Electric,Automatic,1.6,59002,52284,8737,High,456805308
M3,2022,North America,Silver,Electric,Manual,2.7,103901,105252,6981,Low,734764212
7 Series,2024,Africa,Blue,Petrol,Automatic,2.0,133039,93584,5289,Low,494965776
M5,2024,Europe,Black,Diesel,Automatic,3.9,70998,59653,2064,Low,123123792
X6,2024,North America,Blue,Hybrid,Manual,1.6,19430,91957,6582,Low,605260974
X5,2023,Middle East,Red,Diesel,Automatic,4.0,146310,60096,7480,High,449518080
M3,2019,Africa,Silver,Electric,Automatic,3.7,159856,100854,1320,Low,133127280
M5,2021,North America,Black,Petrol,Automatic,3.2,198523,64803,6044,Low,391669332
X6,2023,Europe,Black,Electric,Automatic,4.2,132964,61017,8566,High,522671622
7 Series,2022,South America,Silver,Petrol,Automatic,4.3,166692,101143,257,Low,25993751
X5,2019,Europe,Silver,Petrol,Manual,3.9,116837,38350,2140,Low,82069000
X5,2023,Asia,Red,Electric,Manual,3.5,115949,31097,4379,Low,136173763
5 Series,2020,Africa,Red,Hybrid,Manual,1.9,18709,101483,8549,High,867578167
M5,2024,Asia,Silver,Electric,Automatic,3.0,149252,76673,9265,High,710375345
3 Series,2023,South America,Red,Hybrid,Manual,2.6,26158,45031,3380,Low,152204780
i3,2020,Asia,Red,Petrol,Manual,3.0,75606,53784,6190,Low,332922960
M5,2024,Asia,Silver,Petrol,Manual,3.2,105447,43118,3087,Low,133105266
X3,2021,South America,Blue,Electric,Automatic,4.8,179860,41973,222,Low,9318006
M5,2022,Africa,Silver,Diesel,Automatic,1.9,11640,33902,6211,Low,210565322
X1,2019,North America,Blue,Electric,Manual,2.8,116545,106216,9574,High,1016911984
X1,2024,South America,Black,Hybrid,Automatic,5.0,142020,75014,6320,Low,474088480
7 Series,2018,Europe,Black,Petrol,Automatic,3.3,191240,85128,8744,High,744359232
X5,2021,South America,Blue,Diesel,Manual,2.3,51904,30422,3831,Low,116546682
X5,2019,South America,Grey,Electric,Manual,3.7,25895,79992,1777,Low,142145784
7 Series,2018,Africa,Blue,Petrol,Automatic,4.3,63502,38309,6817,Low,261152453
7 Series,2019,North America,Red,Hybrid,Automatic,2.5,38110,61608,3232,Low,199117056
i3,2023,Europe,White,Hybrid,Automatic,1.8,191913,61119,676,Low,41316444
M5,2021,South America,Red,Hybrid,Manual,3.2,8848,36549,4354,Low,159134346
5 Series,2018,North America,Black,Hybrid,Manual,4.0,72061,100126,2600,Low,260327600
i3,2022,Asia,Grey,Hybrid,Automatic,1.7,61486,110653,9176,High,1015351928
X1,2018,Middle East,Black,Hybrid,Automatic,2.5,106033,103111,2847,Low,293557017
X5,2019,South America,Black,Hybrid,Manual,2.8,114796,119876,3954,Low,473989704
i8,2018,Asia,Red,Hybrid,Automatic,3.7,112653,86063,1167,Low,100435521
3 Series,2022,Europe,Grey,Diesel,Automatic,4.6,120792,97710,3387,Low,330943770
7 Series,2024,South America,Grey,Petrol,Manual,4.1,6373,41921,9249,High,387727329
i8,2024,North America,White,Diesel,Automatic,4.6,143510,119962,4352,Low,522074624
X6,2024,Middle East,Grey,Hybrid,Manual,1.9,97195,65399,7187,High,470022613
i3,2021,North America,Blue,Electric,Automatic,4.3,9416,93796,9572,High,897815312
M5,2019,Europe,White,Electric,Automatic,3.5,24085,111010,4931,Low,547390310
X5,2018,North America,Grey,Hybrid,Manual,3.7,210,40927,1508,Low,61717916
X6,2019,Africa,Grey,Petrol,Manual,3.8,29316,51376,7301,High,375096176
X5,2020,Middle East,White,Electric,Automatic,2.0,28902,115270,7583,High,874092410
M5,2020,Middle East,Grey,Electric,Manual,3.9,174809,101761,1760,Low,179099360
X5,2022,South America,White,Electric,Automatic,4.5,5755,68667,9360,High,642723120
M3,2018,South America,Blue,Electric,Manual,2.3,191344,52930,7242,High,383319060
X3,2023,North America,Black,Hybrid,Automatic,2.6,44940,56937,3029,Low,172462173
M5,2020,North America,Blue,Diesel,Manual,4.3,144106,98779,7794,High,769883526
X1,2023,Africa,Blue,Electric,Manual,4.7,187625,76798,6747,Low,518156106
7 Series,2023,Europe,Grey,Diesel,Manual,1.8,126740,44620,8760,High,390871200
X1,2023,North America,Blue,Diesel,Automatic,4.1,142234,32784,8250,High,270468000
